4.94721e-006,1.54973e-006,5.09623e-006,17.904,0.151667,2625.88,15.5,411.875
4.7386e-006,1.75834e-006,5.21544e-006,20.922,0.156333,2625.93,15.51,411.875
5.21544e-006,1.2517e-006,5.54326e-006,11.784,0.152667,2626.38,15.52,411.875
5.27504e-006,1.99677e-006,5.09623e-006,18.672,0.152667,2626.6,15.53,411.875
5.15583e-006,1.1623e-006,5.27504e-006,13.86,0.154333,2626.65,15.54,411.875
5.15583e-006,1.81795e-006,5.96049e-006,19.902,0.153,2626.43,15.55,411.875
5.54326e-006,1.78815e-006,5.75188e-006,14.922,0.153,2627.15,15.56,411.875
5.06642e-006,1.99677e-006,5.54326e-006,22.344,0.154333,2626.6,15.57,411.875
5.00682e-006,1.37091e-006,5.30484e-006,17.13,0.153,2627.04,15.58,411.875
5.15583e-006,2.50341e-006,5.84128e-006,25.98,0.154333,2626.76,15.59,411.875
5.09623e-006,1.87755e-006,5.54326e-006,25.182,0.154333,2626.49,15.6,411.875
5.30484e-006,1.63914e-006,5.66247e-006,17.1,0.154667,2626.49,15.61,411.875
4.7088e-006,1.43052e-006,5.75188e-006,16.602,0.155667,2626.21,15.62,411.875
5.27504e-006,1.87755e-006,5.72208e-006,18.96,0.152667,2626.38,15.63,411.875
5.30484e-006,1.04309e-006,5.39425e-006,10.824,0.153,2626.49,15.64,411.875
5.45385e-006,1.90736e-006,5.84128e-006,17.196,0.153,2626.6,15.65,411.875
5.03662e-006,1.51993e-006,5.21544e-006,17.046,0.154667,2626.21,15.66,411.875
4.7088e-006,1.34111e-006,5.24524e-006,15.798,0.154333,2626.21,15.67,411.875
4.88761e-006,1.57953e-006,5.18563e-006,17.334,0.154333,2626.65,15.68,411.875
5.03662e-006,1.51993e-006,5.33464e-006,18.888,0.154333,2626.6,15.69,411.875
5.39425e-006,2.02657e-006,5.72208e-006,21.12,0.155667,2626.49,15.7,411.875
4.64919e-006,1.37091e-006,5.00682e-006,14.592,0.155667,2626.93,15.71,411.875
5.15583e-006,1.63914e-006,5.72208e-006,17.382,0.154667,2626.93,15.72,411.875
5.90089e-006,2.29479e-006,6.25852e-006,19.686,0.154333,2626.99,15.73,411.875
5.21544e-006,1.87755e-006,5.96049e-006,20.76,0.153,2626.65,15.74,411.875
5.33464e-006,1.54973e-006,5.57306e-006,14.118,0.154333,2626.65,15.75,411.875
5.66247e-006,1.37091e-006,5.90089e-006,15.522,0.152667,2627.04,15.76,411.875
5.00682e-006,1.49012e-006,5.36445e-006,16.974,0.153,2626.6,15.77,411.875
5.15583e-006,1.46032e-006,5.69227e-006,16.476,0.154667,2627.04,15.78,411.875
5.96049e-006,1.1325e-006,5.87109e-006,11.118,0.154667,2626.76,15.79,411.875
5.90089e-006,1.99677e-006,5.81148e-006,12.918,0.154667,2626.49,15.8,411.875
5.54326e-006,1.87755e-006,5.78168e-006,18.228,0.157333,2626.05,15.81,411.875
5.09623e-006,1.93717e-006,5.57306e-006,21.99,0.154333,2626.93,15.82,411.875
5.12603e-006,2.02657e-006,5.78168e-006,20.67,0.155667,2626.27,15.83,411.875
4.97702e-006,1.31131e-006,5.51346e-006,15.756,0.152667,2626.38,15.84,411.875
5.24524e-006,1.2517e-006,5.18563e-006,14.082,0.154333,2625.66,15.85,411.875
4.7982e-006,1.37091e-006,5.03662e-006,16.878,0.154333,2626.1,15.86,411.875
5.72208e-006,1.87755e-006,5.69227e-006,19.656,0.154667,2626.49,15.87,411.875
5.09623e-006,1.46032e-006,5.27504e-006,16.614,0.153,2626.05,15.88,411.875
5.45385e-006,1.90736e-006,6.0499e-006,17.436,0.153,2625.88,15.89,411.875
5.48366e-006,2.05637e-006,5.84128e-006,21.228,0.153,2626.65,15.9,411.875
5.12603e-006,1.34111e-006,5.42405e-006,16.884,0.154333,2626.1,15.91,411.875
4.64919e-006,2.11598e-006,5.12603e-006,23.49,0.153,2625.93,15.92,411.875
5.09623e-006,1.90736e-006,5.57306e-006,22.59,0.151667,2626.65,15.93,411.875
5.66247e-006,1.1325e-006,5.57306e-006,13.086,0.155667,2626.43,15.94,411.875
6.34792e-006,1.90736e-006,6.43733e-006,17.406,0.156333,2626.27,15.95,411.875
5.54326e-006,1.72854e-006,5.81148e-006,18.486,0.153,2626.27,15.96,411.875
4.67899e-006,1.54973e-006,5.00682e-006,15.972,0.152667,2626.49,15.97,411.875
5.39425e-006,1.34111e-006,5.72208e-006,14.442,0.154667,2626.49,15.98,411.875
4.61939e-006,1.60933e-006,5.15583e-006,23.928,0.154667,2625.93,15.99,411.875
4.58959e-006,1.60933e-006,5.00682e-006,18.192,0.154667,2626.05,16.0,411.875
