-0.000123472,-0.000201822,0.000236393,-121.458,0.001,1000,21.0,400.0
-0.000122965,-0.000201792,0.000236125,-121.368,-0.000666667,1000,21.1,400.0
-0.0001238,-0.00020221,0.0002369,-121.5,0.001,1000,21.2,400.0
-0.000123949,-0.000201345,0.000236184,-121.626,-0.001,1000,21.3,400.0
-0.000122846,-0.000202359,0.000236631,-121.242,-0.001,1000,21.4,400.0
-0.000122936,-0.000202657,0.000237078,-121.32,-0.000666667,1000,21.5,400.0
-0.000122995,-0.000202001,0.000236661,-121.278,0.000333333,1000,21.6,400.0
-0.000123889,-0.000201405,0.000236423,-121.596,0.001,1000,21.7,400.0
-0.00012371,-0.000201733,0.000236721,-121.548,-0.000666667,1000,21.8,400.0
-0.000122727,-0.00020209,0.00023678,-121.29,-0.000666667,1000,21.9,400.0
-0.000123681,-0.000201316,0.000235857,-121.656,0.001,1000,22.0,400.0
